-[ RECORD 1 ]------------------+-----------------------------------------------------------------------------
case_number                    | I-200-25352-492958
employer_poc_last_name         | Uppalapati
employer_poc_email             | hr@amlogiccorp.com
employer_poc_phone             | 17327498585
employer_poc_phone_ext         | 
worksite_address1              | 4 Winterhaven Dr, Apt 10
worksite_address2              | 
worksite_city                  | Newark
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | 
employer_address1              | 3830 Park Avenue
employer_address2              | 207
employer_city                  | EDISON
employer_state                 | NJ
employer_postal_code           | 08820
begin_date                     | 2024-04-26
end_date                       | 2027-04-25
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 1
amended_petition               | 0
employer_name                  | AM Logic Corporation
soc_code                       | 15-1251.00
h_1b_dependent                 | Yes
-[ RECORD 4606 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-23324-513915
job_title                      | AVP Credit Strategy Collections
employer_name                  | Barclays Bank Delaware
secondary_entity_business_name | 
employer_phone                 | 12124124000
employer_poc_first_name        | Paul/Hope
employer_poc_last_name         | Imbimbo/Bak
employer_poc_email             | imamericasimmigration@barclays.com
employer_poc_phone             | 12124124000
employer_poc_phone_ext         | 
worksite_address1              | 125 South West Street
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Berry Appleman & Leiden LLP
employer_address1              | 745 Seventh Avenue
employer_address2              | 
employer_city                  | New York
employer_state                 | NY
employer_postal_code           | 10019
begin_date                     | 2024-04-26
end_date                       | 2027-04-25
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Barclays Bank Delaware
soc_code                       | 15-2041.00
h_1b_dependent                 | No
-[ RECORD 4607 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24012-635975
job_title                      | Software Developer
employer_name                  | CGI Technologies and Solutions Inc
secondary_entity_business_name | 
employer_phone                 | 17032678000
employer_poc_first_name        | Josephine
employer_poc_last_name         | Fix
employer_poc_email             | cgiusemlca@cgi.com
employer_poc_phone             | 17324282390
employer_poc_phone_ext         | 
worksite_address1              | 16 Capano Drive
worksite_address2              | Apartment B5
worksite_city                  | Newark
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Fragomen Del Rey Bernsen & Loewy LLP
employer_address1              | 11325 Random Hills Road
employer_address2              | 
employer_city                  | Fairfax
employer_state                 | VA
employer_postal_code           | 22030
begin_date                     | 2024-04-26
end_date                       | 2027-04-25
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | CGI Technologies and Solutions Inc
soc_code                       | 15-1252.00
h_1b_dependent                 | No
-[ RECORD 4608 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24108-898707
job_title                      | Manager JC50 - Computer Systems Engineers/Architects
employer_name                  | COGNIZANT TECHNOLOGY SOLUTIONS US CORP
secondary_entity_business_name | 
employer_phone                 | 19793296682
